INVESTIGATION_ID,Location,Sublocation,Desc,Status
5408997,Below Kitchen Sink,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely; Water damage.",Open
5409069,Bathroom,,"Vanity is not maintained in a satisfactory condition.Namely,Vanity, Sink and Light fixture in the bathroom is rusting.",Open
5409069,Bathroom,,"Previously finished wall(s) in the bedroom is not renewed or refinished, when necessary, to maintain a similar appearance.",Open
5411203,Exterior,Rear Yard,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to Namely; waste litter and debris. There were multiple cardboard boxes,  multiple garbage bags, overflowing garbage bins, and clear plastic bags with food takeout containers inside.",Closed
5402751,,,Condition of floor does not permit easy cleaning.,Closed
5402751,Dwelling Unit  -  Living Room,,"The floor and every appurtenance, surface cover and finish is not maintained. ",Open
5402751,Bathroom,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.",Open
5402751,Bathroom,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials.",Open
5402751,Bathroom,,The supplied facility in or on the property is not kept in a satisfactory working condition.,Open
5402751,Kitchen,,The supplied facility in or on the property is not kept in a satisfactory working condition.,Open
5405354,,,"693-17B(1) - No person shall display, place, alter or erect or cause to be displayed, placed, altered or erected, any temporary sign on public or privately owned lands, without obtaininga permit, except in the case of the following temporary signs",Open
5407881,Unit 717,Kitchen,"Floor and/or floor covering not kept free from holes, stains, rubbish and debris.Namely, scratch and scuff marks throughout the kitchen floor.",Closed
5407881,Unit 717,Hallway,"The supplied facility in or on the property is not kept in a satisfactory working condition.Namely, the bifold closet doors for the hallway closet is not closing properly. ",Closed
5392921,,,"The fence, screen and/or other enclosure around or on the property is not being maintained in a structurally sound and/or plumb condition.",Closed
5392933,South Side of Property,,"The fence, screen and/or other enclosure around or on the property is not being maintained in a structurally sound and/or plumb condition.",Closed
5391067,Garage,,Above ground discharge from downpipe or pipe is directed to discharge in a manner that is not contained on the property.,Closed
5391067,Garage,,Above ground discharge from downpipe or pipe is directed to discharge in a manner that is likely to damage adjoining property.,Closed
5406681,Parking Area,,"The tree, plant, limb or branch, which is located on the property is dead and has not been removed or otherwise pruned to remove the dead portion.",Substantially Complete
5410498,Throughout Building,,The location and size of openings present a hazard as they are designed with members or attachments between 140 millimetres and 900 millimetres above the level protected by the guard which facilitate climbing.,Closed
5410498,Throughout Building,,Required guard does not prevent the passage of a sphere having a diameter more than 100 millimetres.,Closed
5411440,,,A barrier or deflector to prevent lighting and motorized or non-motorized vehicle lighting from shining directly into a dwelling unit is not provided and/or maintained.,Closed by PS Committee
5403103,Front,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Open
5409128,2nd Floor,Throughout Dwelling Unit,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials.",Closed
5409128,2nd Floor,Throughout Dwelling Unit,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.",Closed
5409128,2nd Floor,Kitchen,"The kitchen does not have an approved, connected and operating supply for refrigeration appliances.",Closed
5409152,,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials.",Substantially Complete
5409152,,,Repair(s) does not reasonably match existing ceiling(s).,Substantially Complete
5409152,Closet,,"Interior door(s), frames(s), glass pane(s), and/or hardware not maintained in good repair.",Substantially Complete
5409152,,,The property is not being kept free of pests.,Substantially Complete
5409152,,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.",Substantially Complete
5409152,,,Repair(s) does not reasonably match existing wall(s),Substantially Complete
5409152,,,The kitchen fixture(s) and/or fitting is not maintained in good repair and good working order. Namely; kitchen sink and countertop not maintained in good repair with large gaps,Substantially Complete
5409500,,,"The fence, screen and/or other enclosure around or on the property is not being maintained in good repair.Namely, the fence located on the North West side of the property has collapsed and is not being maintained in good repair.",Closed
5409525,,,"The fence, screen and/or other enclosure around or on the property is not being maintained in good repair.Namely, the fence located on the Northeast side of the property facing Overlea Blvd is not being maintained in good repair.",Closed
5404472,,,Above ground discharge from downpipe or pipe is directed to discharge in a manner that is likely to damage adjoining property.,Open
5394171,,,Fail to drain water or other liquid and cause area to be filled with clean earth or levelled so as to prevent ponding pursuant to the opinion of the Medical Officer of Health.,Open
5394171,,,Fail to prevent the accumulation of water in a swimming pool not in use pursuant to the Medical Officer of Health.,Open
5394187,,,The retaining wall is not being maintained in good repair.,Open
5399660,Rear Yard,Rear Yard,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Substantially Complete
5392594,Exterior Of Building,Driveway & Parking Areas,Exterior yard that is used for the parking or storage of vehicles or surfaced with a material impervious to water is not provided with suitable marking to indicate parking spaces.,Closed
5392590,Exterior Of Building,Driveway & Parking Areas,Exterior yard that is used for the parking or storage of vehicles or surfaced with a material impervious to water is not provided with suitable marking to indicate parking spaces.,Closed
5392590,Exterior Of Building,Driveway & Parking Areas,"Exterior yard that is used for the parking or storage of motorized vehicles or surfaced with a material impervious to water is not maintained in good repair, free from cracks, holes and ruts.",Closed
